"","paper","cross","paper_ID","exp_ID","obs_ID","biome","climate","region","soil_suborder","duration_first","duration_last","C_type","C_rate","C_calc","C_app","C_total","plant","plant_category","plant_anper","plant_gfs","plant_apgfs","seeding_native","n_trt","n_cntrl","biomass_mean_trt","biomass_SE_trt","biomass_SD_trt","biomass_mean_cntrl","biomass_SE_cntrl","biomass_SD_cntrl","cover_mean_trt","cover_SE_trt","cover_SD_trt","cover_mean_cntrl","cover_SE_cntrl","cover_SD_cntrl","density_mean_trt","density_SE_trt","density_SD_trt","density_mean_cntrl","density_SE_cntrl","density_SD_cntrl"
"73","Blumenthal_2003","1999 harvest",6,7,75,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",210,"no",1,210,"Kochia scoparia (L.) Schrader (kochia)","exotic annual forb","annual","forb",NA,"native seeded",4,6,83.823333305,11.9596573291702,NA,136.997777755,27.0114083766777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Blumenthal_2003","1999 harvest",6,7,76,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",333,"no",1,333,"Kochia scoparia (L.) Schrader (kochia)","exotic annual forb","annual","forb",NA,"native seeded",3,6,105.67999998,10.4599327324811,NA,136.997777755,27.0114083766777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Blumenthal_2003","1999 harvest",6,7,77,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",529,"no",1,529,"Kochia scoparia (L.) Schrader (kochia)","exotic annual forb","annual","forb",NA,"native seeded",3,6,33.2222222166667,17.4169084828774,NA,136.997777755,27.0114083766777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Blumenthal_2003","1999 harvest",6,7,78,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",666,"no",1,666,"Kochia scoparia (L.) Schrader (kochia)","exotic annual forb","annual","forb",NA,"native seeded",3,6,13.0866666646667,7.55373736223928,NA,136.997777755,27.0114083766777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Blumenthal_2003","1999 harvest",6,7,79,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",839,"no",1,839,"Kochia scoparia (L.) Schrader (kochia)","exotic annual forb","annual","forb",NA,"native seeded",3,6,19.15466666,5.76566943207812,NA,136.997777755,27.0114083766777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Blumenthal_2003","1999 harvest",6,7,80,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",1057,"no",1,1057,"Kochia scoparia (L.) Schrader (kochia)","exotic annual forb","annual","forb",NA,"native seeded",4,6,34.91733332375,18.6403497287137,NA,136.997777755,27.0114083766777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Blumenthal_2003","1999 harvest",6,7,81,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",1330,"no",1,1330,"Kochia scoparia (L.) Schrader (kochia)","exotic annual forb","annual","forb",NA,"native seeded",4,6,13.811666662,6.3428721918249,NA,136.997777755,27.0114083766777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Blumenthal_2003","1999 harvest",6,7,82,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",1675,"no",1,1675,"Kochia scoparia (L.) Schrader (kochia)","exotic annual forb","annual","forb",NA,"native seeded",4,6,8.296333332,2.91519494958934,NA,136.997777755,27.0114083766777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Blumenthal_2003","1999 harvest",6,7,83,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",2110,"no",1,2110,"Kochia scoparia (L.) Schrader (kochia)","exotic annual forb","annual","forb",NA,"native seeded",4,6,7.89366666475,3.02166156666927,NA,136.997777755,27.0114083766777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Blumenthal_2003","1999 harvest",6,7,84,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",2657,"no",1,2657,"Kochia scoparia (L.) Schrader (kochia)","exotic annual forb","annual","forb",NA,"native seeded",4,6,13.03099999775,9.67890439586576,NA,136.997777755,27.0114083766777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Blumenthal_2003","1999 harvest",6,7,85,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",3346,"no",1,3346,"Kochia scoparia (L.) Schrader (kochia)","exotic annual forb","annual","forb",NA,"native seeded",4,6,5.228999999,1.57812625612861,NA,136.997777755,27.0114083766777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Blumenthal_2003","1999 harvest",6,7,86,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",84,"no",1,84,"Solanum nigrum L. (black nightshade)","exotic annual perennial forb subshrub","annual","forb",NA,"native seeded",3,6,15.6884444393333,5.09252659779256,NA,24.3488888831667,4.8669263437658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Blumenthal_2003","1999 harvest",6,7,87,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",133,"no",1,133,"Solanum nigrum L. (black nightshade)","exotic annual perennial forb subshrub","annual","forb",NA,"native seeded",4,6,26.407333325,4.23619107366992,NA,24.3488888831667,4.8669263437658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Blumenthal_2003","1999 harvest",6,7,88,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",210,"no",1,210,"Solanum nigrum L. (black nightshade)","exotic annual perennial forb subshrub","annual","forb",NA,"native seeded",4,6,19.1196666615,7.08519025752245,NA,24.3488888831667,4.8669263437658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Blumenthal_2003","1999 harvest",6,7,89,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",333,"no",1,333,"Solanum nigrum L. (black nightshade)","exotic annual perennial forb subshrub","annual","forb",NA,"native seeded",3,6,8.33511111,3.49851255801168,NA,24.3488888831667,4.8669263437658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Blumenthal_2003","1999 harvest",6,7,90,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",529,"no",1,529,"Solanum nigrum L. (black nightshade)","exotic annual perennial forb subshrub","annual","forb",NA,"native seeded",3,6,3.83511111033333,0.250120366136184,NA,24.3488888831667,4.8669263437658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Blumenthal_2003","1999 harvest",6,7,91,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",666,"no",1,666,"Solanum nigrum L. (black nightshade)","exotic annual perennial forb subshrub","annual","forb",NA,"native seeded",3,6,1.83733333266667,0.230394187008716,NA,24.3488888831667,4.8669263437658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Blumenthal_2003","1999 harvest",6,7,92,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",839,"no",1,839,"Solanum nigrum L. (black nightshade)","exotic annual perennial forb subshrub","annual","forb",NA,"native seeded",3,6,1.93688888833333,0.876047126299735,NA,24.3488888831667,4.8669263437658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Blumenthal_2003","1999 harvest",6,7,93,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",1057,"no",1,1057,"Solanum nigrum L. (black nightshade)","exotic annual perennial forb subshrub","annual","forb",NA,"native seeded",4,6,3.750999999,2.53386101883211,NA,24.3488888831667,4.8669263437658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Blumenthal_2003","1999 harvest",6,7,94,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",1330,"no",1,1330,"Solanum nigrum L. (black nightshade)","exotic annual perennial forb subshrub","annual","forb",NA,"native seeded",4,6,3.5483333325,1.98536768643685,NA,24.3488888831667,4.8669263437658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Blumenthal_2003","1999 harvest",6,7,95,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",1675,"no",1,1675,"Solanum nigrum L. (black nightshade)","exotic annual perennial forb subshrub","annual","forb",NA,"native seeded",4,6,0.837333333,0.198277769883939,NA,24.3488888831667,4.8669263437658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Blumenthal_2003","1999 harvest",6,7,96,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",2110,"no",1,2110,"Solanum nigrum L. (black nightshade)","exotic annual perennial forb subshrub","annual","forb",NA,"native seeded",4,6,1.0166666665,0.390255187115929,NA,24.3488888831667,4.8669263437658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Blumenthal_2003","1999 harvest",6,7,97,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",2657,"no",1,2657,"Solanum nigrum L. (black nightshade)","exotic annual perennial forb subshrub","annual","forb",NA,"native seeded",4,6,0.388,0.0657762763526092,NA,24.3488888831667,4.8669263437658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Blumenthal_2003","1999 harvest",6,7,98,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",3346,"no",1,3346,"Solanum nigrum L. (black nightshade)","exotic annual perennial forb subshrub","annual","forb",NA,"native seeded",4,6,0.38566666675,0.105998427412077,NA,24.3488888831667,4.8669263437658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Blumenthal_2003","1999 harvest",6,7,99,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",84,"no",1,84,"Eriochloa villosa (Thunb.) Kunth. (woolly cupgrass)","exotic annual graminoid","annual","graminoid",NA,"native seeded",3,6,0.440444444333333,0.246414686012757,NA,0.523333333166667,0.282561772865097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Blumenthal_2003","1999 harvest",6,7,100,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",133,"no",1,133,"Eriochloa villosa (Thunb.) Kunth. (woolly cupgrass)","exotic annual graminoid","annual","graminoid",NA,"native seeded",4,6,0.6586666665,0.621892452019372,NA,0.523333333166667,0.282561772865097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Blumenthal_2003","1999 harvest",6,7,101,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",210,"no",1,210,"Eriochloa villosa (Thunb.) Kunth. (woolly cupgrass)","exotic annual graminoid","annual","graminoid",NA,"native seeded",4,6,0.03666666675,0.01666666675,NA,0.523333333166667,0.282561772865097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Blumenthal_2003","1999 harvest",6,7,102,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",333,"no",1,333,"Eriochloa villosa (Thunb.) Kunth. (woolly cupgrass)","exotic annual graminoid","annual","graminoid",NA,"native seeded",3,6,0.941333333,0.369028353631935,NA,0.523333333166667,0.282561772865097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Blumenthal_2003","1999 harvest",6,7,103,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",529,"no",1,529,"Eriochloa villosa (Thunb.) Kunth. (woolly cupgrass)","exotic annual graminoid","annual","graminoid",NA,"native seeded",3,6,0.46,0.310698138606161,NA,0.523333333166667,0.282561772865097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Blumenthal_2003","1999 harvest",6,7,104,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",666,"no",1,666,"Eriochloa villosa (Thunb.) Kunth. (woolly cupgrass)","exotic annual graminoid","annual","graminoid",NA,"native seeded",3,6,0.495111111,0.287973592818834,NA,0.523333333166667,0.282561772865097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Blumenthal_2003","1999 harvest",6,7,105,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",839,"no",1,839,"Eriochloa villosa (Thunb.) Kunth. (woolly cupgrass)","exotic annual graminoid","annual","graminoid",NA,"native seeded",3,6,0.834222222,0.751778664180382,NA,0.523333333166667,0.282561772865097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Blumenthal_2003","1999 harvest",6,7,106,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",1057,"no",1,1057,"Eriochloa villosa (Thunb.) Kunth. (woolly cupgrass)","exotic annual graminoid","annual","graminoid",NA,"native seeded",4,6,0.06766666675,0.04766666675,NA,0.523333333166667,0.282561772865097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Blumenthal_2003","1999 harvest",6,7,107,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",1330,"no",1,1330,"Eriochloa villosa (Thunb.) Kunth. (woolly cupgrass)","exotic annual graminoid","annual","graminoid",NA,"native seeded",4,6,2.161666666,1.11840658773649,NA,0.523333333166667,0.282561772865097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Blumenthal_2003","1999 harvest",6,7,108,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",1675,"no",1,1675,"Eriochloa villosa (Thunb.) Kunth. (woolly cupgrass)","exotic annual graminoid","annual","graminoid",NA,"native seeded",4,6,0.09333333325,0.07333333325,NA,0.523333333166667,0.282561772865097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Blumenthal_2003","1999 harvest",6,7,109,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",2110,"no",1,2110,"Eriochloa villosa (Thunb.) Kunth. (woolly cupgrass)","exotic annual graminoid","annual","graminoid",NA,"native seeded",4,6,1.57799999975,1.41261884430857,NA,0.523333333166667,0.282561772865097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Blumenthal_2003","1999 harvest",6,7,110,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",2657,"no",1,2657,"Eriochloa villosa (Thunb.) Kunth. (woolly cupgrass)","exotic annual graminoid","annual","graminoid",NA,"native seeded",4,6,1.567333333,0.689833151921857,NA,0.523333333166667,0.282561772865097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Blumenthal_2003","1999 harvest",6,7,111,"tallgrass prairie",NA,"Midwest, USA","Udolls",3,3,"sucrose AND sawdust",3346,"no",1,3346,"Eriochloa villosa (Thunb.) Kunth. (woolly cupgrass)","exotic annual graminoid","annual","graminoid",NA,"native seeded",4,6,2.25133333275,0.919560200593277,NA,0.523333333166667,0.282561772865097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Blumenthal_2003","2000 harvest",6,7,112,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",84,"no",1,84,"Cirsium arvense (L.) Scop. (Canada thistle)","exotic perennial forb","perennial","forb",NA,"native seeded",3,6,0.900666666666667,0.237577589665168,NA,4.61966666666667,3.82477720193536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Blumenthal_2003","2000 harvest",6,7,113,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",133,"no",1,133,"Cirsium arvense (L.) Scop. (Canada thistle)","exotic perennial forb","perennial","forb",NA,"native seeded",4,6,4.4635,2.14681444237736,NA,4.61966666666667,3.82477720193536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Blumenthal_2003","2000 harvest",6,7,114,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",210,"no",1,210,"Cirsium arvense (L.) Scop. (Canada thistle)","exotic perennial forb","perennial","forb",NA,"native seeded",4,6,1.9815,1.48969423596477,NA,4.61966666666667,3.82477720193536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Blumenthal_2003","2000 harvest",6,7,115,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",333,"no",1,333,"Cirsium arvense (L.) Scop. (Canada thistle)","exotic perennial forb","perennial","forb",NA,"native seeded",3,6,4.80133333333333,4.16329202007792,NA,4.61966666666667,3.82477720193536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Blumenthal_2003","2000 harvest",6,7,116,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",529,"no",1,529,"Cirsium arvense (L.) Scop. (Canada thistle)","exotic perennial forb","perennial","forb",NA,"native seeded",2,6,29.09,15.55,NA,4.61966666666667,3.82477720193536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Blumenthal_2003","2000 harvest",6,7,117,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",666,"no",1,666,"Cirsium arvense (L.) Scop. (Canada thistle)","exotic perennial forb","perennial","forb",NA,"native seeded",3,6,9.19266666666667,3.69513235366625,NA,4.61966666666667,3.82477720193536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Blumenthal_2003","2000 harvest",6,7,118,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",839,"no",1,839,"Cirsium arvense (L.) Scop. (Canada thistle)","exotic perennial forb","perennial","forb",NA,"native seeded",3,6,8.342,5.64822839481549,NA,4.61966666666667,3.82477720193536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Blumenthal_2003","2000 harvest",6,7,119,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",1057,"no",1,1057,"Cirsium arvense (L.) Scop. (Canada thistle)","exotic perennial forb","perennial","forb",NA,"native seeded",4,6,8.7635,3.96630696198197,NA,4.61966666666667,3.82477720193536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Blumenthal_2003","2000 harvest",6,7,120,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",1330,"no",1,1330,"Cirsium arvense (L.) Scop. (Canada thistle)","exotic perennial forb","perennial","forb",NA,"native seeded",4,6,28.5115,13.1787019688334,NA,4.61966666666667,3.82477720193536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Blumenthal_2003","2000 harvest",6,7,121,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",1675,"no",1,1675,"Cirsium arvense (L.) Scop. (Canada thistle)","exotic perennial forb","perennial","forb",NA,"native seeded",4,6,9.3395,3.11788030291949,NA,4.61966666666667,3.82477720193536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Blumenthal_2003","2000 harvest",6,7,122,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",2110,"no",1,2110,"Cirsium arvense (L.) Scop. (Canada thistle)","exotic perennial forb","perennial","forb",NA,"native seeded",4,6,18.6965,7.1372038584215,NA,4.61966666666667,3.82477720193536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Blumenthal_2003","2000 harvest",6,7,123,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",2657,"no",1,2657,"Cirsium arvense (L.) Scop. (Canada thistle)","exotic perennial forb","perennial","forb",NA,"native seeded",4,6,16.461,4.75199196828726,NA,4.61966666666667,3.82477720193536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Blumenthal_2003","2000 harvest",6,7,124,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",3346,"no",1,3346,"Cirsium arvense (L.) Scop. (Canada thistle)","exotic perennial forb","perennial","forb",NA,"native seeded",4,6,38.83,7.26016299174245,NA,4.61966666666667,3.82477720193536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Blumenthal_2003","2000 harvest",6,7,125,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",84,"no",1,84,"Convolvulus arvensis L. (field bindweed)","exotic perennial forb","perennial","forb",NA,"native seeded",3,6,0,0,NA,1.30466666666667,1.26547979482531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Blumenthal_2003","2000 harvest",6,7,126,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",133,"no",1,133,"Convolvulus arvensis L. (field bindweed)","exotic perennial forb","perennial","forb",NA,"native seeded",4,6,0.5815,0.542238185671205,NA,1.30466666666667,1.26547979482531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Blumenthal_2003","2000 harvest",6,7,127,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",210,"no",1,210,"Convolvulus arvensis L. (field bindweed)","exotic perennial forb","perennial","forb",NA,"native seeded",4,6,3.0965,1.61128941637849,NA,1.30466666666667,1.26547979482531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Blumenthal_2003","2000 harvest",6,7,128,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",333,"no",1,333,"Convolvulus arvensis L. (field bindweed)","exotic perennial forb","perennial","forb",NA,"native seeded",3,6,0,0,NA,1.30466666666667,1.26547979482531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Blumenthal_2003","2000 harvest",6,7,129,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",529,"no",1,529,"Convolvulus arvensis L. (field bindweed)","exotic perennial forb","perennial","forb",NA,"native seeded",2,6,13.815,2.875,NA,1.30466666666667,1.26547979482531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Blumenthal_2003","2000 harvest",6,7,130,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",666,"no",1,666,"Convolvulus arvensis L. (field bindweed)","exotic perennial forb","perennial","forb",NA,"native seeded",3,6,3.774,2.11081627180893,NA,1.30466666666667,1.26547979482531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Blumenthal_2003","2000 harvest",6,7,131,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",839,"no",1,839,"Convolvulus arvensis L. (field bindweed)","exotic perennial forb","perennial","forb",NA,"native seeded",3,6,5.846,5.2963564834705,NA,1.30466666666667,1.26547979482531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Blumenthal_2003","2000 harvest",6,7,132,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",1057,"no",1,1057,"Convolvulus arvensis L. (field bindweed)","exotic perennial forb","perennial","forb",NA,"native seeded",4,6,4.0065,1.7137732979209,NA,1.30466666666667,1.26547979482531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Blumenthal_2003","2000 harvest",6,7,133,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",1330,"no",1,1330,"Convolvulus arvensis L. (field bindweed)","exotic perennial forb","perennial","forb",NA,"native seeded",4,6,8.3605,5.36437852100937,NA,1.30466666666667,1.26547979482531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Blumenthal_2003","2000 harvest",6,7,134,"tallgrass prairie",NA,"Midwest, USA","Udolls",15,15,"sucrose AND sawdust",1675,"no",1,1675,"Convolvulus arvensis L. (field bindweed)","exotic perennial forb","perennial","forb",NA,"native seeded",4,6,36.605,9.7438027313091,NA,1.30466666666667,1.26547979482531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
